0000;21811857;21710425;21713181;21711427;-1
0001;21811857;21710425;21713181;21711427;-1
0002;21811857;21710425;21713181;21711427;-1
0010;21811857;21710425;21713181;21711427;-1
0011;21811857;21710425;21713181;21711427;-1
0012;21811857;21710425;21713181;21711427;-1
0020;21811857;21710425;21713181;21711427;-1
0021;21811857;21710425;21713181;21711427;-1
0022;21811857;21710425;21713181;21711427;-1
0030;21811857;21710425;21713181;21711427;-1
0031;21811857;21710425;21713181;21711427;-1
0040;21811857;21710425;21713181;21711427;-1
0041;21811857;21710425;21713181;21711427;-1
0050;21811857;21710425;21713181;21711427;-1
0060;21811857;21710425;21713181;21711427;-1
0061;21811857;21710425;21713181;21711427;-1
0070;21811857;21710425;21713181;21711427;-1
0080;21811857;21710425;21713181;21711427;-1
0090;21811857;21710425;21713181;21711427;2
0091;21811857;21710425;21713181;21711427;2
0100;21811857;21710425;21713181;21711427;1
0101;21811857;21710425;21713181;21711427;1
0110;21811857;21710425;21713181;21711427;2
0120;21811857;21710425;21713181;21711427;1
0121;21811857;21710425;21713181;21711427;1
0130;21811857;21710425;21713181;21711427;-1
0140;21811857;21710425;21713181;21711427;3
0150;21811857;21710425;21713181;21711427;2
0160;21811857;21710425;21713181;21711427;-1
0170;21811857;21710425;21713181;21711427;-1
0180;21811857;21710425;21713181;21711427;-1
0190;21811857;21710425;21713181;21711427;-1
0200;21811857;21710425;21713181;21711427;-1
0210;21811857;21710425;21713181;21711427;-1
0000;21603757;21602936;21605959;21606617;-1
0001;21603757;21602936;21605959;21606617;-1
0002;21603757;21602936;21605959;21606617;-1
0010;21603757;21602936;21605959;21606617;0
0011;21603757;21602936;21605959;21606617;0
0012;21603757;21602936;21605959;21606617;0
0020;21603757;21602936;21605959;21606617;6
0021;21603757;21602936;21605959;21606617;6
0022;21603757;21602936;21605959;21606617;6
0030;21603757;21602936;21605959;21606617;0
0031;21603757;21602936;21605959;21606617;0
0040;21603757;21602936;21605959;21606617;-1
0041;21603757;21602936;21605959;21606617;-1
0050;21603757;21602936;21605959;21606617;0
0060;21603757;21602936;21605959;21606617;-1
0061;21603757;21602936;21605959;21606617;-1
0070;21603757;21602936;21605959;21606617;5
0080;21603757;21602936;21605959;21606617;-1
0090;21603757;21602936;21605959;21606617;0
0091;21603757;21602936;21605959;21606617;0
0100;21603757;21602936;21605959;21606617;0
0101;21603757;21602936;21605959;21606617;0
0110;21603757;21602936;21605959;21606617;8
0120;21603757;21602936;21605959;21606617;10
0121;21603757;21602936;21605959;21606617;10
0130;21603757;21602936;21605959;21606617;7
0140;21603757;21602936;21605959;21606617;10
0150;21603757;21602936;21605959;21606617;8
0160;21603757;21602936;21605959;21606617;8
0170;21603757;21602936;21605959;21606617;4
0180;21603757;21602936;21605959;21606617;-1
0190;21603757;21602936;21605959;21606617;-1
0200;21603757;21602936;21605959;21606617;-1
0210;21603757;21602936;21605959;21606617;-1
0000;21609627;21507748;21609791;21609778;-5
0001;21609627;21507748;21609791;21609778;-5
0002;21609627;21507748;21609791;21609778;-5
0010;21609627;21507748;21609791;21609778;-5
0011;21609627;21507748;21609791;21609778;-5
0012;21609627;21507748;21609791;21609778;-5
0020;21609627;21507748;21609791;21609778;-5
0021;21609627;21507748;21609791;21609778;-5
0022;21609627;21507748;21609791;21609778;-5
0030;21609627;21507748;21609791;21609778;-5
0031;21609627;21507748;21609791;21609778;-5
0040;21609627;21507748;21609791;21609778;-5
0041;21609627;21507748;21609791;21609778;-5
0050;21609627;21507748;21609791;21609778;-5
0060;21609627;21507748;21609791;21609778;-5
0061;21609627;21507748;21609791;21609778;-5
0070;21609627;21507748;21609791;21609778;-5
0080;21609627;21507748;21609791;21609778;-5
0090;21609627;21507748;21609791;21609778;-5
0091;21609627;21507748;21609791;21609778;-5
0100;21609627;21507748;21609791;21609778;0
0101;21609627;21507748;21609791;21609778;0
0110;21609627;21507748;21609791;21609778;-5
0120;21609627;21507748;21609791;21609778;-5
0121;21609627;21507748;21609791;21609778;-5
0130;21609627;21507748;21609791;21609778;0
0140;21609627;21507748;21609791;21609778;11
0150;21609627;21507748;21609791;21609778;10
0160;21609627;21507748;21609791;21609778;0
0170;21609627;21507748;21609791;21609778;-5
0180;21609627;21507748;21609791;21609778;-5
0190;21609627;21507748;21609791;21609778;-2
0200;21609627;21507748;21609791;21609778;-3
0210;21609627;21507748;21609791;21609778;-4
0000;21711293;21709661;21712863;21813986;-1
0001;21711293;21709661;21712863;21813986;-1
0002;21711293;21709661;21712863;21813986;-1
0010;21711293;21709661;21712863;21813986;-1
0011;21711293;21709661;21712863;21813986;-1
0012;21711293;21709661;21712863;21813986;-1
0020;21711293;21709661;21712863;21813986;-1
0021;21711293;21709661;21712863;21813986;-1
0022;21711293;21709661;21712863;21813986;-1
0030;21711293;21709661;21712863;21813986;-1
0031;21711293;21709661;21712863;21813986;-1
0040;21711293;21709661;21712863;21813986;-1
0041;21711293;21709661;21712863;21813986;-1
0050;21711293;21709661;21712863;21813986;-1
0060;21711293;21709661;21712863;21813986;-1
0061;21711293;21709661;21712863;21813986;-1
0070;21711293;21709661;21712863;21813986;-1
0080;21711293;21709661;21712863;21813986;-1
0090;21711293;21709661;21712863;21813986;2
0091;21711293;21709661;21712863;21813986;2
0100;21711293;21709661;21712863;21813986;-1
0101;21711293;21709661;21712863;21813986;-1
0110;21711293;21709661;21712863;21813986;-1
0120;21711293;21709661;21712863;21813986;0
0121;21711293;21709661;21712863;21813986;0
0130;21711293;21709661;21712863;21813986;-1
0140;21711293;21709661;21712863;21813986;1
0150;21711293;21709661;21712863;21813986;1
0160;21711293;21709661;21712863;21813986;1
0170;21711293;21709661;21712863;21813986;-1
0180;21711293;21709661;21712863;21813986;-1
0190;21711293;21709661;21712863;21813986;-1
0200;21711293;21709661;21712863;21813986;-1
0210;21711293;21709661;21712863;21813986;-1
0000;21500202;21502649;21602106;21501666;-1
0001;21500202;21502649;21602106;21501666;-1
0002;21500202;21502649;21602106;21501666;-1
0010;21500202;21502649;21602106;21501666;9
0011;21500202;21502649;21602106;21501666;9
0012;21500202;21502649;21602106;21501666;9
0020;21500202;21502649;21602106;21501666;8
0021;21500202;21502649;21602106;21501666;8
0022;21500202;21502649;21602106;21501666;8
0030;21500202;21502649;21602106;21501666;-1
0031;21500202;21502649;21602106;21501666;-1
0040;21500202;21502649;21602106;21501666;-1
0041;21500202;21502649;21602106;21501666;-1
0050;21500202;21502649;21602106;21501666;3
0060;21500202;21502649;21602106;21501666;-1
0061;21500202;21502649;21602106;21501666;-1
0070;21500202;21502649;21602106;21501666;9
0080;21500202;21502649;21602106;21501666;2
0090;21500202;21502649;21602106;21501666;10
0091;21500202;21502649;21602106;21501666;10
0100;21500202;21502649;21602106;21501666;4
0101;21500202;21502649;21602106;21501666;4
0110;21500202;21502649;21602106;21501666;3
0120;21500202;21502649;21602106;21501666;5
0121;21500202;21502649;21602106;21501666;5
0130;21500202;21502649;21602106;21501666;1
0140;21500202;21502649;21602106;21501666;10
0150;21500202;21502649;21602106;21501666;10
0160;21500202;21502649;21602106;21501666;10
0170;21500202;21502649;21602106;21501666;1
0180;21500202;21502649;21602106;21501666;4
0190;21500202;21502649;21602106;21501666;1
0200;21500202;21502649;21602106;21501666;-1
0210;21500202;21502649;21602106;21501666;5
0000;21405613;21502222;21502515;7
0001;21405613;21502222;21502515;7
0002;21405613;21502222;21502515;7
0010;21405613;21502222;21502515;-1
0011;21405613;21502222;21502515;-1
0012;21405613;21502222;21502515;-1
0020;21405613;21502222;21502515;3
0021;21405613;21502222;21502515;3
0022;21405613;21502222;21502515;3
0030;21405613;21502222;21502515;0
0031;21405613;21502222;21502515;0
0040;21405613;21502222;21502515;1
0041;21405613;21502222;21502515;1
0050;21405613;21502222;21502515;4
0060;21405613;21502222;21502515;-1
